Country Name,Country Code,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Cereal production (metric tons),"Children out of school, primary","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Exports of goods and services (% of GDP),GDP per capita (current US$),Gini index,"Inflation, consumer prices (annual %)","Population, total","School enrollment, secondary (% gross)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
Puerto Rico,PRI,2002,,100.0,,201.76,,2.03927311136184,4.36231589243747,3.38886444123132,65.8614840101363,18731.4593897378,,,3823701.0,,,,11.94
Puerto Rico,PRI,2003,,100.0,,159.59,,1.96757625656708,4.21351352889941,3.26881404791039,73.7367595292633,19557.1202492358,,,3826095.0,,,,11.78
Puerto Rico,PRI,2004,,100.0,,126.41,,1.99432074438123,4.20392416287027,3.28048414483897,68.5739714691732,20988.9923326534,,,3826878.0,,,,10.31
Puerto Rico,PRI,2005,,100.0,,110.5,,1.99015609512496,4.1798764188828,3.25568101527365,67.3819013968444,21959.322696986,,,3821362.0,,,,11.35
Puerto Rico,PRI,2006,,100.0,,175.21,,2.08771600300526,4.3187577355159,3.36718328160775,68.8832975340974,22935.9411586313,,,3805214.0,,,,11.01
Puerto Rico,PRI,2007,,100.0,,144.74,,2.13297208276888,4.34182381308782,3.39004113079856,67.0330992632605,23664.8823485096,,,3782995.0,,,,10.93
Puerto Rico,PRI,2015,,100.0,,305.99,6713.0,2.25963747256186,4.51540120970495,3.53492132559309,67.1949349700848,29763.4883013861,,,3473232.0,99.7226028442383,,,12.0
Puerto Rico,PRI,2016,,100.0,,130.43,15601.0,2.16634386586243,4.29222273433658,3.36465097951347,68.7581646726416,30627.1634017011,,,3406672.0,89.1104507446289,,,11.8
Puerto Rico,PRI,2017,,100.0,,170.15,,2.06837406755473,4.06121135141719,3.19227236327665,68.7237240865963,31108.7527508912,,,3325286.0,,,,10.8
Puerto Rico,PRI,2018,,100.0,,206.15,9925.0,2.23107232320351,4.33540050703829,3.41983190278753,59.9538818579193,31615.0667918433,,,3193354.0,93.1135482788086,,,9.2
Puerto Rico,PRI,2019,,100.0,,172.0,,2.24000069135824,4.330302071669,3.41781272811983,60.5788840862048,32916.866800639,,,3193694.0,,,,8.3
Puerto Rico,PRI,2020,,100.0,,180.6,,2.12165151356812,4.39794620215103,3.40185569622906,60.3479655466984,31427.4291136799,,,3281557.0,,,,8.89
Puerto Rico,PRI,2021,,100.0,,184.11,,2.16326095833259,4.40230005875937,3.42364171263564,54.4132763801531,32619.250416757,,,3262693.0,,,,7.9
Puerto Rico,PRI,2022,,100.0,,196.24,,2.199917095991,4.43396654123408,3.46523212818406,52.5807627554435,35268.0791015719,,,3220113.0,,,,6.0
Puerto Rico,PRI,2023,,,,,32434.0,2.19036922823114,4.39852083720871,3.44639194157569,53.9253263083078,36779.0594913858,,,3205691.0,113.633651733398,,,5.725
Sint Maarten (Dutch part),SXM,2000,,100.0,,,,,,,,,,,30773.0,,,,
Sint Maarten (Dutch part),SXM,2001,,99.9,,,,,,,,,,,30726.0,,,,
Sint Maarten (Dutch part),SXM,2002,,99.9,,,,,,,,,,,30960.0,,,,
Sint Maarten (Dutch part),SXM,2003,,99.8,,,,,,,,,,,31327.0,,,,
Sint Maarten (Dutch part),SXM,2004,,99.8,,,,,,,,,,,31690.0,,,,
Sint Maarten (Dutch part),SXM,2005,,99.7,,,,,,,,,,,32057.0,,,,
Sint Maarten (Dutch part),SXM,2006,,99.7,,,,,,,,,,0.300601202404805,32428.0,,,,
Sint Maarten (Dutch part),SXM,2007,,99.7,,,,,,,,,,4.43245754245754,32791.0,,,,
Sint Maarten (Dutch part),SXM,2015,,100.0,,,,,,,,37839.6283815163,,0.330027165141066,37471.0,,1086770949.72067,277770949.72067,
Sint Maarten (Dutch part),SXM,2016,,100.0,,,,,,,,37308.6147795736,,0.111682655737579,38249.0,,1032262569.8324,275374301.675978,
Sint Maarten (Dutch part),SXM,2017,,100.0,,,,,,,,34701.3058494468,,2.19201010962985,38996.0,,839138403.698324,265910378.413408,
Sint Maarten (Dutch part),SXM,2018,,100.0,,,,,,,,31708.3110124742,,,39712.0,,653225526.944134,301434956.4581,
Sint Maarten (Dutch part),SXM,2019,,100.0,,,,,,,,34861.469528968,,,40385.0,,909681450.346369,309040264.832402,
Sint Maarten (Dutch part),SXM,2020,,100.0,,,,,,,,30150.8998380477,,,41008.0,,392906842.810056,162757796.094972,
Sint Maarten (Dutch part),SXM,2021,,100.0,,,,,,,,32548.4366854902,,,41571.0,,646686374.888268,227305225.0,
Sint Maarten (Dutch part),SXM,2022,,100.0,,,,,,,,36476.6300833859,,,42139.0,,1165446690.50838,235098161.050279,
Sint Maarten (Dutch part),SXM,2023,,,,,,,,,,38077.5444869761,,,42749.0,,1272912055.45251,330391686.324022,
St. Kitts and Nevis,KNA,2000,100.0,95.4,-0.137,,24.0,,,,,9319.65545093525,,2.14885532743696,45248.0,105.022033691406,184116232.369179,104365376.896719,
St. Kitts and Nevis,KNA,2001,100.0,93.5,-0.137,,122.0,,,,,10022.5919235637,,2.30344748349255,45761.0,93.9032287597656,181199182.234305,101956335.239955,
St. Kitts and Nevis,KNA,2002,100.0,95.8,-0.137,,7.0,,,,,10453.6587064313,,2.04109102620208,46020.0,91.2416610717773,192380901.294811,103645162.470299,
St. Kitts and Nevis,KNA,2003,100.0,96.0,-0.137,,119.0,,,,,10175.6295449989,,2.23543664374553,46176.0,88.7974014282227,222234052.878454,110725202.97724,
St. Kitts and Nevis,KNA,2004,100.0,96.3,-0.137,,1.0,,,,,10944.6183741768,,2.31455462238093,46315.0,86.026008605957,266536931.909581,116694092.97807,
St. Kitts and Nevis,KNA,2005,100.0,96.5,-0.137,,63.0,,,,,11783.7867154145,,3.37781903988238,46437.0,89.1781768798828,309526560.525657,138324608.85504,
St. Kitts and Nevis,KNA,2006,100.0,96.7,-0.137,,,,,,,13837.8495311219,,8.48748575845879,46569.0,,339679184.30129,159729823.027721,
St. Kitts and Nevis,KNA,2007,100.0,97.0,-0.137,,26.0,,,,,14757.9579751035,,4.48088608614726,46706.0,109.22705078125,337085074.467471,172343328.476374,
St. Kitts and Nevis,KNA,2015,100.0,100.0,-0.137,,,,,,,20328.8003530109,,-2.30187563045616,47087.0,113.482261657715,496424314.504022,216828800.428678,
St. Kitts and Nevis,KNA,2016,100.0,100.0,-0.137,,,,,,,21387.5415511103,,-0.687037123294039,47075.0,114.634819030762,478850508.947978,221201076.666704,
St. Kitts and Nevis,KNA,2017,100.0,100.0,-0.137,,,,,,,22464.9899633959,,0.694916711613604,47050.0,,476073769.214007,209878671.537426,
St. Kitts and Nevis,KNA,2018,100.0,100.0,-0.137,,,,,,,22901.3816403197,,-1.03712214131572,47008.0,,556818163.008922,227386477.375318,
St. Kitts and Nevis,KNA,2019,100.0,100.0,-0.137,,,,,,,23595.4923231291,,-0.329562063663977,46952.0,,518896722.686718,251213408.968273,
St. Kitts and Nevis,KNA,2020,100.0,100.0,-0.137,,,,,,,18859.0190361046,,-1.16724501769353,46870.0,,326545523.225642,155245844.7908,
St. Kitts and Nevis,KNA,2021,100.0,100.0,,,,,,,,18361.1449697886,,1.195688870384,46763.0,121.108016967773,359920586.124512,151984080.569829,
St. Kitts and Nevis,KNA,2022,100.0,100.0,,,,,,,,21011.5744209816,,2.66817533111249,46709.0,,511427962.592593,231252315.925926,
St. Kitts and Nevis,KNA,2023,,,,,,,,,,22573.6724791004,,3.55711230848243,46758.0,,546756505.185185,253457101.851852,
St. Lucia,LCA,2000,85.4,86.0,0.0937,,1741.0,2.94998238816485,7.20427005193307,5.52011434149062,,5879.56191426207,,3.7107860871361,158616.0,71.2822799682617,326616416.746369,179375084.929264,16.49
St. Lucia,LCA,2001,86.9,89.9,0.054,,1423.0,3.01817865530138,7.22818031214578,5.54171530112716,,5570.45247098106,,5.30722081028547,160237.0,73.6002807617188,279904913.5467,171857182.653866,18.546
St. Lucia,LCA,2002,88.3,87.7,-0.0104,,45.0,3.10495252758532,7.29609955096411,5.59046210077452,,5567.89428424719,,-0.255536626916508,161641.0,75.1710662841797,260841504.816541,168580100.200366,20.39
St. Lucia,LCA,2003,89.8,88.5,0.0236,,59.0,3.16924560557577,7.32579603137979,5.67452378881447,,6058.60622059326,,1.03425372426221,162976.0,77.915771484375,330012246.40861,191033681.637354,22.18
St. Lucia,LCA,2004,91.1,89.3,0.0113,,860.0,3.28095180086897,7.46468443836865,5.7400649502829,,6494.60034867886,,1.46036814425245,164239.0,77.9540023803711,379246760.521348,206494072.574012,20.97
St. Lucia,LCA,2005,92.2,90.1,0.025,,1395.0,3.33511818251358,7.50571708591963,5.76990362288877,,6863.43641919345,,3.89827370759476,165450.0,82.5311126708984,470050569.834556,229277806.926396,18.7
St. Lucia,LCA,2006,93.0,90.9,0.0488,,934.0,3.40401187113384,7.54824800644173,5.80455879034078,,7611.17856675319,,2.39562082529168,166639.0,87.1280517578125,362239979.764815,241351947.83357,16.0
St. Lucia,LCA,2007,93.8,91.8,0.0711,,887.0,3.46196924956725,7.5672715505439,5.83040137861707,,7964.38211480117,,2.82310373736929,167758.0,91.3620529174805,611334038.630822,327295025.17531,14.0
St. Lucia,LCA,2015,95.3,99.0,0.0177,,1102.0,3.98272692790243,7.7190959963494,6.030825978132,,10334.9225558425,43.7,-0.983600952696996,174905.0,91.5483169555664,867262670.839248,340849867.473924,20.858
St. Lucia,LCA,2016,95.1,99.8,0.0177,,1141.0,4.02277580071174,7.70821097145542,6.04196164242502,,10638.1901982143,,-3.07821765676927,175646.0,90.2139205932617,829284545.05397,349582448.185991,19.933
St. Lucia,LCA,2017,94.7,99.9,0.0177,,1084.0,4.05763174762422,7.68167046947383,6.04130135863052,,11333.1963940441,,0.104262078958441,176342.0,89.3643493652344,942634242.641933,381447093.10003,19.136
St. Lucia,LCA,2018,94.5,100.0,0.0177,,961.0,2.2507773161269,7.36703456420039,5.05368451173843,,11642.7403185172,,1.93561893150602,177017.0,89.1981811523438,1043683194.86261,406552797.741004,19.329
St. Lucia,LCA,2019,94.0,100.0,0.0177,,798.0,2.82049958711808,6.59719116200018,4.84377246369866,,11794.2056521711,,0.539087559191757,177661.0,88.8767623901367,1117755618.63806,449502782.243004,15.613
St. Lucia,LCA,2020,93.6,100.0,0.0177,,769.0,2.18123373641512,8.04938117654394,5.41668814100912,,8411.19941821204,,-1.75580833517594,178250.0,89.2604064941406,390339255.760893,229871208.603302,25.224
St. Lucia,LCA,2021,93.1,100.0,,,,4.97020781863101,9.40829689047815,7.39504446262237,,10459.1321248092,,2.41070312174393,178522.0,,624572425.922467,301925094.062247,20.514
St. Lucia,LCA,2022,92.5,100.0,,,311.0,3.40686594439368,7.72654327591741,5.78080903104421,,13103.7621654634,,6.37814695133351,178781.0,88.1037292480469,1160206923.7037,449669430.0,15.934
St. Lucia,LCA,2023,,,,,982.0,3.56961964255565,7.80173552543337,5.86639314429408,,13554.6651875402,,4.07060821926204,179285.0,90.4108428955078,1275066846.66667,476074570.37037,11.092
St. Martin (French part),MAF,2000,,100.0,,,,,,,,,,,29996.0,,,,
St. Martin (French part),MAF,2001,,99.9,,,,,,,,,,,30803.0,,,,
St. Martin (French part),MAF,2002,,99.9,,,,,,,,,,,31604.0,,,,
St. Martin (French part),MAF,2003,,99.8,,,,,,,,,,,32395.0,,,,
St. Martin (French part),MAF,2004,,99.8,,,,,,,,,,,33171.0,,,,
St. Martin (French part),MAF,2005,,99.7,,,,,,,,,,,33928.0,,,,
St. Martin (French part),MAF,2006,,99.7,,,,,,,,,,,34658.0,,,,
St. Martin (French part),MAF,2007,,99.7,,,,,,,,,,,35337.0,,,,
St. Martin (French part),MAF,2015,,100.0,,,,,,,,,,,37369.0,,,,
St. Martin (French part),MAF,2016,,100.0,,,,,,,,,,,37175.0,,,,
St. Martin (French part),MAF,2017,,100.0,,,,,,,,,,,36837.0,,,,
St. Martin (French part),MAF,2018,,100.0,,,,,,,,,,,36012.0,,,,
St. Martin (French part),MAF,2019,,100.0,,,,,,,,19033.0649634889,,,34267.0,,,,
St. Martin (French part),MAF,2020,,100.0,,,,,,,,,,,31786.0,,,,
St. Martin (French part),MAF,2021,,100.0,,,,,,,,21668.3776525323,,,29961.0,,,,
St. Martin (French part),MAF,2022,,100.0,,,,,,,,,,,28870.0,,,,
St. Martin (French part),MAF,2023,,,,,,,,,,,,,27515.0,,,,
St. Vincent and the Grenadines,VCT,2000,95.8,80.0,-0.0494,600.0,815.0,3.33512641204949,7.01913186587122,5.62064476606172,,3768.95536604022,,0.167679637488279,113545.0,78.6782608032227,127238653.511676,72750702.8668078,20.794
St. Vincent and the Grenadines,VCT,2001,95.8,82.4,-0.051,500.0,224.0,3.3505838641189,7.01312639313135,5.60842790981729,,4071.08601098962,,0.9008584858665,113501.0,,149035469.256213,75977866.3857515,21.1
St. Vincent and the Grenadines,VCT,2002,95.9,82.4,-0.0525,520.0,747.0,3.41041209146105,7.04903320551522,5.63806380638064,,4303.27976789727,,1.85550399046655,113347.0,86.066276550293,164484438.702144,71999360.801927,20.617
St. Vincent and the Grenadines,VCT,2003,95.9,83.7,-0.054,593.0,949.0,3.46252582806337,7.05546164372535,5.64974519796158,,4499.61454193342,,0.205981708824254,113141.0,85.2360305786133,170910118.024654,79198460.618423,19.967
St. Vincent and the Grenadines,VCT,2004,95.8,84.9,-0.0556,650.0,903.0,3.53294146460936,7.08818370275873,5.68862275449102,,4873.48947742443,,2.96003946719286,112835.0,92.7399215698242,174440359.352407,86362276.0506856,19.523
St. Vincent and the Grenadines,VCT,2005,96.0,86.2,-0.0556,620.0,1051.0,3.60441948922297,7.08867797148644,5.70620927558452,,5157.39373878102,,3.7334291646702,112450.0,87.2746734619141,183472434.594473,92395976.5776026,19.449
St. Vincent and the Grenadines,VCT,2006,95.9,87.5,-0.0556,950.0,,3.6908201167384,7.08726741200174,5.72455883048682,,5744.8278621257,,2.74067516070673,112014.0,,191075633.120138,99729976.0506344,19.15
St. Vincent and the Grenadines,VCT,2007,95.9,88.8,-0.0556,670.0,228.0,3.7961458091479,7.11250983477577,5.77283811667605,,6398.19123532172,,7.23614701584807,111531.0,100.527778625488,206002847.890968,125085226.445465,18.927
St. Vincent and the Grenadines,VCT,2015,94.3,99.4,-0.0556,775.0,,4.15887585698906,6.80702865284154,5.7180138406692,,7353.73556054184,,-1.73361194953959,106960.0,118.107696533203,237606747.948573,121843257.536092,19.141
St. Vincent and the Grenadines,VCT,2016,93.8,99.7,-0.0556,866.0,,4.17484989618989,6.78564346619076,5.70220280695232,,7656.90042881178,,-0.149641647633284,106349.0,,255797174.85095,143447277.724045,19.028
St. Vincent and the Grenadines,VCT,2017,93.5,100.0,-0.0556,1129.0,,4.1834451901566,6.77041872313326,5.6948190865966,,7988.04445019298,,2.15333648840511,105663.0,,249206219.182244,138410056.96679,19.006
St. Vincent and the Grenadines,VCT,2018,93.1,100.0,-0.0556,1030.0,,4.20004450378282,6.76081129735568,5.68729202057106,,8428.12677153069,,2.32414485367921,104926.0,,275530099.508186,140691223.348224,18.984
St. Vincent and the Grenadines,VCT,2019,92.3,100.0,-0.0556,900.0,,4.17689047512826,6.70515097690941,5.64349943799176,,8743.33202133753,,0.91306972532459,104167.0,127.719665271967,284086983.913944,130805768.934374,19.235
St. Vincent and the Grenadines,VCT,2020,91.8,100.0,-0.0556,848.0,,4.01322275706084,6.72407941625658,5.57638123239005,,8395.09988902412,,-0.628131309354654,103526.0,127.234155396447,126420686.330823,92017178.49387,20.636
St. Vincent and the Grenadines,VCT,2021,90.9,100.0,,809.18,,3.98829335475726,6.63499066689292,5.5100248792624,,8481.30537359541,,1.57272932500558,102841.0,129.439683586025,102293631.483183,97280069.24365,20.341
St. Vincent and the Grenadines,VCT,2022,90.0,100.0,,870.65,188.909869164918,3.97128113080547,6.59087164277476,5.47928937868136,,9471.14627317673,,5.66009779226552,102046.0,127.331858982698,226588348.148148,151809780.740741,19.417
St. Vincent and the Grenadines,VCT,2023,,,,,154.044753853805,3.95392623767859,6.53079562163045,5.43697992572046,,10520.4441534791,,4.56457719814894,101323.0,123.98773789756,293451333.703704,164815318.148148,18.574
Suriname,SUR,2000,75.5,95.4,4.3438,163695.0,,0.267951580679281,1.05275035260931,0.798200808111611,,1988.22172925433,,59.401686545079,476643.0,,,,12.983
Suriname,SUR,2001,76.9,95.3,4.3438,191385.0,,0.294124151352308,1.17229129662522,0.884776344179446,,1714.64846637242,,38.5862878872611,486560.0,69.8820114135742,,,12.148
Suriname,SUR,2002,78.4,95.2,4.3438,157166.0,,0.320632937747241,1.30849389472385,0.981816429245186,,2202.340682196,,15.5273989185702,496551.0,70.9740829467773,,,11.243
Suriname,SUR,2003,79.5,95.1,4.3438,193750.0,,0.343784378437844,1.47209522308056,1.09520903465428,,2516.10404020956,,23.0022321778219,506414.0,,,,10.359
Suriname,SUR,2004,81.1,95.0,4.3438,174563.0,,0.369299636295813,1.66952544311035,1.22985714736211,,2887.7721728844,,9.98632511974878,513923.0,,,,9.49
Suriname,SUR,2005,82.1,94.9,4.3438,163990.0,9305.0,0.390843104410944,1.87775900848351,1.370258806172,,3453.42865937765,,9.89800489561465,519313.0,68.5949478149414,204100000.0,354900000.0,9.263
Suriname,SUR,2006,83.3,91.0,4.3438,182705.0,9381.0,0.414424767974368,2.11147876638453,1.52790265539771,52.7477102414654,5002.65798695759,,11.2813043273975,524997.0,70.2325286865234,236600000.0,269300000.0,9.096
Suriname,SUR,2007,84.4,94.7,4.3438,179061.0,11843.0,0.445006321112516,2.37101771100088,1.70285426912349,54.1247984121077,5530.17615638309,,6.42627934470524,531016.0,70.8808517456055,253400000.0,317900000.0,9.004
Suriname,SUR,2015,91.5,95.0,12.4641,268529.07,10696.0,0.989403647116807,5.1621073579629,3.57824338228416,,8813.61705392067,,6.89390359168238,581627.0,73.010009765625,177387378.017306,708512699.898542,7.22
Suriname,SUR,2016,92.2,95.8,13.0653,278166.0,9814.0,1.08072839432944,5.69731648679214,3.91067608142727,,5644.2061057532,,55.4123879763196,587757.0,,166126359.985408,499846320.083675,7.917
Suriname,SUR,2017,92.9,96.6,13.6394,289517.0,12121.0,1.03941653311035,5.59681913250412,3.82404082830883,,6049.52128553675,,21.9969430173304,593713.0,,158349773.754023,569314385.254363,7.888
Suriname,SUR,2018,93.6,97.4,14.2609,274001.0,11675.0,1.00052896356904,5.50805416131668,3.73531039061635,,6665.74180472239,,,599513.0,75.9917297363281,170734269.286314,666943659.979592,7.693
Suriname,SUR,2019,94.3,97.9,14.2609,274408.0,10254.0,0.952895633664568,5.35819586071999,3.61991738091403,,6629.66775248603,,,605768.0,,157371478.97053,815085556.49911,7.556
Suriname,SUR,2020,94.7,98.4,14.2609,249874.0,9487.0,0.852444527143322,5.08863540600734,3.42451985454014,,4755.39221710693,,34.889784309078,612317.0,73.4222869873047,102620586.053162,562590182.460132,8.76
Suriname,SUR,2021,95.1,98.8,,263776.0,12589.0,0.816124644491159,4.86181812816313,3.25875378057309,,5029.84838543953,,59.1196626251977,617896.0,65.6098480224609,95942244.5197134,537923034.549605,8.491
Suriname,SUR,2022,95.5,99.0,,266229.9,,0.781842773727444,4.68668179437947,3.13218202114387,,6084.43876736445,39.2,52.446027276241,623164.0,,142977350.070853,640176233.934845,8.16
Suriname,SUR,2023,,,,,31544.0,0.76194552945583,4.57234109592965,3.04475972697124,,5494.07409425517,,51.5873159600861,628886.0,76.2433776855469,173468118.450184,631258838.640899,7.631
Trinidad and Tobago,TTO,2000,100.0,91.3,-2.3041,7231.0,4353.0,2.60310805714594,6.05266822927007,4.75232206716133,,6178.58975559687,,3.55541319666877,1319774.0,,553800029.350154,388500020.635587,12.1
Trinidad and Tobago,TTO,2001,100.0,96.3,-2.3041,5073.0,4888.0,3.23542496899937,6.52036173031507,5.2776419991155,,6657.41466937221,,5.536653263223,1325567.0,,577300030.775976,370000019.738337,10.88
Trinidad and Tobago,TTO,2002,100.0,96.5,-2.3041,7178.0,12333.0,2.58263222541351,6.4474776509654,4.9807610089782,,6762.93080808096,,4.1500586166472,1332011.0,,637700000.0,373000000.0,10.39
Trinidad and Tobago,TTO,2003,100.0,96.7,-2.3041,4674.8,11382.0,2.44071888528491,6.17830616660958,4.71783908514032,,8445.04653518298,,3.8111062439687,1338709.0,,685200000.0,374900000.0,10.48
Trinidad and Tobago,TTO,2004,100.0,96.8,-2.3041,4720.0,8407.0,2.44496622244304,5.8612062083782,4.49238692773522,,9871.03419820086,,3.72154938995965,1345380.0,84.2731094360352,850800000.0,372900000.0,8.33
Trinidad and Tobago,TTO,2005,100.0,95.0,-2.3041,5132.0,13104.0,2.81918155742544,5.56758752713741,4.44803103782735,,12346.4373094075,,6.87453459583516,1294494.0,,896900000.0,544600000.0,7.95
Trinidad and Tobago,TTO,2006,100.0,100.0,-2.3041,4555.0,,2.7759536526282,5.80429222386813,4.55473296622901,,14152.6607422113,,8.32960351465347,1297944.0,,814800000.0,362800000.0,6.27
Trinidad and Tobago,TTO,2007,100.0,100.0,-2.2376,6163.0,5428.0,2.69178014187005,5.94320039310462,4.6251270844079,,16606.675360681,,7.89438834757299,1303188.0,,923800000.0,384100000.0,5.54
Trinidad and Tobago,TTO,2015,100.0,100.0,-2.1612,5440.4,,2.9693023255814,7.26952596815144,5.47097497103227,,20024.754663902,,4.66121598098264,1349667.0,,1124999536.14455,2914883051.28434,2.428
Trinidad and Tobago,TTO,2016,100.0,100.0,-2.1281,5533.76,,2.86751507844834,7.23173722510353,5.36684342689394,,17521.8007525013,,3.07066742464024,1353895.0,,956089398.652966,2732996685.83647,3.207
Trinidad and Tobago,TTO,2017,100.0,100.0,-2.1063,5650.57,,2.59164909320962,6.67345052276832,4.92892950060283,,17720.4972365332,,1.88038440183532,1356633.0,,979943996.177501,3092112835.91234,3.394
Trinidad and Tobago,TTO,2018,100.0,100.0,-2.1924,5032.2,,2.3404989002233,6.16364226256962,4.53800030748732,,18076.3565550233,,1.01856930188822,1359193.0,,814313013.696474,2526411482.00333,3.498
Trinidad and Tobago,TTO,2019,100.0,100.0,-2.1924,5575.0,,2.11477840408196,5.67436134195137,4.16361366177761,,17431.0269266696,,1.00054293027237,1363985.0,,801518624.240192,1927964179.72445,3.523
Trinidad and Tobago,TTO,2020,100.0,100.0,-2.1924,5734.0,,2.90902262959511,4.76870984769482,3.97748959248706,,15224.5083495616,,0.598986330824643,1366725.0,,436819841.762549,1765722655.99356,4.206
Trinidad and Tobago,TTO,2021,100.0,100.0,,5351.1,,2.87578633415132,4.63103179052939,3.87954092848248,,17912.5106245714,,2.05922746915458,1367558.0,,460140270.793003,2265780322.04767,4.446
Trinidad and Tobago,TTO,2022,100.0,100.0,,5125.0,,2.92986000426383,5.75801730407394,4.5323959401136,,22004.1997884125,,5.82838638517959,1365805.0,,896749894.687634,3188210727.69867,4.383
Trinidad and Tobago,TTO,2023,,,,,47132.0,2.94672759028753,5.7382920394113,4.52514462951389,,20016.1503008736,,4.62930242419968,1367510.0,87.008903503418,1165936975.63546,2156930753.89702,4.21
Turks and Caicos Islands,TCA,2000,,95.6,,,99.0,,,,,,,,18730.0,79.8387069702148,,,
Turks and Caicos Islands,TCA,2001,,94.9,,,,,,,,18325.7458111974,,,19576.0,,,,
Turks and Caicos Islands,TCA,2002,,95.2,,,91.0,,,,,17803.9471767733,,,20597.0,,,,
Turks and Caicos Islands,TCA,2003,,95.4,,,438.0,,,,,18859.1890274773,,,21727.0,79.1770629882812,,,
Turks and Caicos Islands,TCA,2004,,95.7,,,259.0,,,,,21246.00980049,,,22856.0,84.9264678955078,,,
Turks and Caicos Islands,TCA,2005,,96.0,,,225.0,,,,,24122.3028180757,,,23988.0,95.1741027832031,,,
Turks and Caicos Islands,TCA,2006,,96.2,,,,,,,,28734.2873064523,,,25123.0,,,,
Turks and Caicos Islands,TCA,2007,,96.6,,,,,,,,29443.8408831367,,,26270.0,,,,
Turks and Caicos Islands,TCA,2015,,100.0,,,249.0,,,,,25736.101625461,,,36605.0,80.4947283049473,649916368.664429,59670633.07025,
Turks and Caicos Islands,TCA,2016,,100.0,,,,,,,,26946.4178520162,,,38315.0,73.8848337388483,736688029.180792,60188926.825,
Turks and Caicos Islands,TCA,2017,,100.0,,,182.550966022652,,,,,25779.6122366146,,,39913.0,84.9836333878887,600273142.128048,66421933.425,
Turks and Caicos Islands,TCA,2018,,100.0,,,,,,,,27160.1579568902,,,41559.0,95.269436445907,821023788.634874,74406113.41,
Turks and Caicos Islands,TCA,2019,,100.0,,,,,,,,27273.4376992357,,,43166.0,91.0927835051546,,,
Turks and Caicos Islands,TCA,2020,,99.4,,,,,,,,17452.6578046047,,,44386.0,90.964590964591,,,
Turks and Caicos Islands,TCA,2021,,100.0,,,136.543296089385,,,,,23114.7902123091,,,45243.0,97.4950332641602,,,
Turks and Caicos Islands,TCA,2022,,99.9,,,,,,,,26802.0673752091,,,45847.0,105.56420135498,,,
Turks and Caicos Islands,TCA,2023,,,,,,,,,,30348.8114409139,,,46198.0,109.377401998463,,,
Uruguay,URY,2000,100.0,97.6,-12.2705,1849419.0,,2.17608451514963,4.76829912195504,3.7072572733671,16.6980989454195,6987.70098766257,42.9,4.76382472733251,3266206.0,96.8511276245117,1275823030.6,881586151.3,12.627
Uruguay,URY,2001,100.0,97.7,-12.7521,1718459.0,,2.12455300013718,5.19855284129763,3.93725982445211,16.8046592733471,6382.76104740859,45.0,4.3593406521727,3274251.0,100.673240661621,1122544021.77685,806707499.230305,15.052
Uruguay,URY,2002,100.0,97.8,-13.2336,1670388.0,,2.03397481820234,4.86057209154118,3.70277171239022,20.6216724821799,4149.76140312687,45.5,13.9724725913515,3278867.0,105.918418884277,771329924.170981,618050619.973444,16.648
Uruguay,URY,2003,100.0,97.9,-13.1731,1706174.0,,1.82095839295564,4.55282159111268,3.42083816594469,27.4324201365808,3671.12329256883,45.0,19.3797301743995,3281186.0,109.803192138672,771342172.476909,636296775.212561,16.661
Uruguay,URY,2004,100.0,98.0,-13.1127,2317142.0,,2.00514628088841,4.59795514902315,3.52592094259095,32.1122956028892,4168.66065438387,45.9,9.15760507540997,3283148.0,108.258857727051,1111557761.64107,786075682.312702,12.98
Uruguay,URY,2005,100.0,98.0,-12.822,2355245.0,1038.0,2.22509860823322,5.19546783933343,3.94159796278325,30.4040198202399,5284.25677987129,44.7,4.6992773903564,3285771.0,102.750953674316,1311282775.29762,939478288.7402,12.009
Uruguay,URY,2006,100.0,98.5,-12.5312,2490990.0,7764.0,2.77388144975333,6.1706338910428,4.74612942241556,30.2975044020751,6001.33294783172,45.9,6.39764974385131,3289506.0,102.318283081055,1387427515.8543,978679307.448611,10.844
Uruguay,URY,2007,100.0,98.7,-11.7872,2591959.0,15868.0,2.9058843107128,6.2016923480443,4.80950271914745,29.0904872479399,7222.05403645877,46.4,8.11464561179313,3295153.0,92.9150619506836,1833451569.4527,1130009285.98279,9.403
Uruguay,URY,2015,100.0,99.7,-14.2471,3599918.51,1703.0,2.71204713234706,5.35556144439688,4.17512064349885,22.4778512515741,17125.9016800298,40.1,8.66626987079328,3368017.0,108.043296813965,5193803056.13022,4290046379.60186,7.488
Uruguay,URY,2016,100.0,99.7,-13.0237,3621181.97,98.0,2.63855579112417,5.31857482142003,4.11893815995522,26.9316571682557,17009.7586944503,39.7,9.6394134763508,3379283.0,112.032577514648,4900841398.97549,3885848847.32429,7.841
